sense,sing_pl,sentence
other,sing,je ne veux parler ici et dans tout le reste de ma letter que de cette réforme subite et totale qui en voulant ramener tout-à-coup l'orthograph à la prononciation feroit de notre langue une langue barbare inintelligible aux yeux et indéchiffrable de ce néographisme baroque tel qu'il a été proposé autrefois par ramus et après lui par pelletier maigret l'abbé de saint-pierre de launay et quelques autres tel enfin que semblent le proposer les auteurs du vocabulaire .
other,sing,ainsi puisse prospérer la musique baroque dans le profane  puisqu' elle n'y est ni plus significative ni plus scandaleuse qu'une grêle de coups qu'on feroit tomber sur un coffre .
other,sing,c'est le travers dans lequel donne la musique baroque .
other,sing,de baroque musique faites un choix fabriquez moi un opéra car tel qu'il sera on l'applaudira .
other,sing,il donne avec beaucoup de raison pour département à la musique baroque les spectacles et les concerts où elle ne peut être ni plus significative ni plus scandaleuse qu'une grêle de coups qu'on feroit tomber sur un coffre .
other,sing,il donne pour département de la musique baroque les théâtres et concerts pour n'y amuse que par du bruit sans s'embarrasser de rien exprimer .
other,sing,il fait ensuite une division de la musique en musique chantante et musique baroque .
other,sing,ils ne peuvent manquer de plaire à ceux qui préférent aux difficultés d'une musique baroque un chant agréable varie et semé de traits neufs .
other,sing,l'auteur parcoure les divers ridicules qu'il croit devoit reprendre dans le goût moderne et il s'élève ainsi contre la musique baroque .
other,sing,l'intention des assemblées chrétiennes et les sujets qui s'y chantent sont incompatibles soit avec les boutades soit avec la précipitation de la musique baroque .
other,sing,la musique baroque restera en possession des spectacles et des concerts publics où la musique chantante causoit autrefois des maux infinis .
other,sing,la perte de tant d'excellens sujets que cette musique baroque ne manqueroit pas d'entraîner m'en rapelle un autre qui vous causera d'abord la plus grand consternation .
other,sing,le poème est si mauvais que les acteurs même n'y peuvent déployer aucun jeu et la musique si baroque que le chanteur n'y trouve rien à exprimer .
other,sing,leur disoit-elle nous nous acommoderons je ménagerai une transactions entre la musique baroque et la musique .
other,sing,mais quel avantage pourra-t-on tirer de la musique baroque .
other,sing,notre auteur appelle cette musique baroque il donne à l'autre le nom de chantante .
other,sing,nous la nommerons la musique baroque .
other,sing,on entendoit quelques pétards puis on se promenoit dans une vaste solitude sous des galeries mal peintes au son d'une musique baroque .
other,sing,on s'est lassé de se promener en long et en large ou plutôt d'être coudoyé en tout sens dans un salon et sous des galeries mal peintes au son d'une musique baroque .
other,sing,on trouva sa musique baroque et barbare .
other,sing,par exemple il pourra comme l'a déjà fait un musicien parfaitement convaincu du vrai usage de la musique baroque .
other,sing,pour faciliter à l'amiable les progrès de la musique baroque et pour décréditer ou ruiner dans les familles le dangereux goût des chants du siècle passé il sera permis aux villes les plus médiocrement riches de se donner à grands frais un opéra ou du moins un concert public où les honnêtes fainéants du pays puissent avoir à discrétion des sonnates qui ne significen rien et de l'italien qu'ils n'entendent point ou du français qui se convertit pour eux en arabe par les cascades et par les hoquèts de la prononciation .
other,sing,retournez chez vos compatriotes et leur faites entendre votre musique baroque qui n'a ni sens ni raison .
other,sing,si cela est comme on n'en peut pas douter ne soyons point étonnés de la musique baroque dont on nous écorche aujourd'hui les oreilles .
other,sing,une musique baroque est celle dont l'harmonie est confuse chargée de modulations et de dissonances le chant dur et peu naturel l'intonation difficile et le mouvement contraint .
other,sing,une musique baroque est celle qui est chargée de modulations trop dures à l'oreille et dont le mouvement est interrompu mal à propos et cetera .
other,sing,une musique baroque est celle dont l'harmonie est confuse chargée de modulations et dissonances le chant dur et peu naturel l'intonation difficile et le mouvement contraint .
other,sing,le titre seul du coup d'oeil purin fort étendu en donne l'explication et sert comme de commentaire à ce mot baroque .
other,sing,mais un mot baroque qu'ils répètent si souvent a enfin forcé mon attention .
other,sing,un enfant qui sait ce mot baroque est fort instruit pour la société .
other,sing,voilà un mot bien baroque .
other,sing,l'espèce de foire qu'il imaginée pouor l'émulation des arts et métiers conduit à celle d'un établissement durable où chaque invention nouvelle puisse s'annoncer aux curieux et s'offrir à la comparaison où tous les genres d'industrie ancienne puissent se retrouver et réclamer contre le caprice et la mode baroque qui les ont fait oublier .
other,sing,et dont l'esprit répond à la mine baroque .
other,sing,on nous donne quelque menuet baroque .
other,sing,je le domande à tout homme qui a connaissance de nos caractères élémentaires et du son que nous leur avons affecté comment s'il ignore l'italien pourra t il dans ce méchanisme baroque abé glie découvrir la véritable prononciation du mot abeille .
other,sing,il y a des tuyaux de mer qui sont repliés contournés en spirale en manière de vis roulés les uns sur les autres régulièrement comme des pains de bougier ou d'une manière si baroque que l'on a peine quelquefois à en trouver les extrémités .
other,sing,ils passent deux heures à composer un manuscrit qu'il écrivent d'une manière baroque .
other,sing,je défie tout écolier de logique de déraisonner dans ses essais de syllogisme d'une manière plus baroque .
other,sing,l'auteur orthographie d'une manière baroque .
other,sing,le vers non si je ne puis t'attendrir est surtout rendu d'une manière baroque et ridicule .
other,sing,manière baroque et à laquelle on se fait très difficilement .
other,sing,on réimprime ce livre baroque à paris .
other,sing,il n'y a point de langue si baroque qui n'ait trouvé des partisans zélés .
other,sing,elle vit que les habitans étaient dans des contestations perpétuelles un même esprit d'une chicanne peu différente les animoit dans leurs querelles et un langage également baroque servoit à les exprimer celles du païs ou l'on entroit en mauvais latin et celles du climat que l'on quittoit en un jargon qui tenoit de l'ancien roman qui n'était ni français ni latin .
other,sing,en un mot c'est un langage si baroque si étrangement néologique qu'on peut assurer qu'un étranger qui saurait parfaitement notre langue et qui lirait couramment nos classiques ne pourrait pas lire un e page de m deleyre sans être arrêté à tout moment et sans demander si l'auteur a parlé français et ce qu'il a voulu dire .
other,sing,ensuite ronsard avec son même langage baroque décrit comment la sience poétique passa de l'orient en occident et parvint en angleterre .
other,sing,envoyez moi donc je vous prie l'énumération de vos infirmités et de vos misères en termes barbares et en langage baroque et cela avec toute l'exactitude possible .
other,sing,je vous dirai mon cher ami que je m'exprime plus aisément maintenant dans ce langage baroque et musical que je n'ai jamais fait en français .
other,sing,la philosophie du dogme et des controverses y introduit un langage baroque et néologue qui acheva leur ruine .
other,sing,leur langage baroque effarouche les graces et fait fuir les amours qui voloient sur leurs traces .
other,sing,ce qui a formé une jurisprudence baroque et non uniforme que l' on a insérée dans ces coutumes comme une loi invariable à suivre .
other,sing,les juges défendent leur jugement baroque par l'autorité du roi qui a toujours déclaré qu'il ne vouloit pas de sang répandu dans cette affaire .
other,sing,illustre aimable et digne abbesse il n'est donc que trop vrai qu'à paris comme à rome à vienne au paraguay a stokolm à berlin tout ainsi qu'à gonesse le premier jour de lan est de nos douze mois le jour le plus baroque et plus bavard le plus sournois le plus maussade enfin le plus équivoque .
other,sing,vu le jeu baroque et maussade de la troupe de lelio chétif et pityoable écho de collège et de parade .
other,sing,vu le jeu baroque et maussade de la troupe de lelio et de collège et de parade .
other,sing,vu le jeu baroque et maussade de la troupe de lelio reste d'un miserable écho de collège et de parade .
other,sing,d'imbéciles fainéants et fainéantes qui végetent dans les villes et qui comme les perroquets ne savent que proférer des mots vuides de sens et d'idées se croient beaucoup d'esprit quand ils tournent en ridicule d'honnêtes et de sages agriculteurs qui ne comprenant rien à leur jargon baroque et d'amusant pour l'instant de leur folle étourderie les méprisent en les plaignant .
other,sing,je lui fis la révérence et lui dis que j'étais fort sa servante et qu'il fallait aller chez mon maître sur quoi conversation m'a poursuivie en un jargon baroque jusqu'à ce qu'il me perdit de vue .
other,sing,non seulement on est fatigué au bout de trois pages de leur tournure bizarre et de leur jargon baroque mais ce qu'il y a de pis c'est qu'on y trouve très peu d'esprit et pas une idée sur l'art .
other,sing,non seulement on est fatigué au bout de trois pages de leur tournure bizarre et de leur jargon baroque .
other,sing,n'aveignez point cet instrument baroque rauque qui nous fait trembler tous .
other,sing,un jour donc que siméon n'était pas triste il entre dans une boutique pleine de vessies en prend une et après y avoir ajusté un tuyay de plume et divers chalumeaux il s'en va dans un carrefour de la ville et joue publiquement de son baroque instrument .
other,sing,l'absolution conférée par un prêtre sans approbation de l'évêque est invalide et de nul effet c'est l'inductin la plus baroque et la plus absurde qu'on puisse imaginer n'ayant aucune liason avec le principe établi d'où on l'infére .
other,sing,ses autres ouvrages ont été admirés des uns comme ayant la noble simplicité de l'antique et critiqués des autres comme portant les traits d'une imagination baroque et contraire au bon goût .
other,sing,cette idée baroque fait faire une action dangereuse à ceux qui en sont imbus .
other,sing,cette réflexion qui a fait toujours sur mon esprit une impression plus vive que les trames les complots et les conjurations dont on nous fatigue depuis long-temps n'a pas agi avec la même force sur l'âme de nost représentants cars ils n'hésiteroient pas à nous donner un papier national et ils auroient résisté à l'idée baroque et mal faisante de fondre notre argenterie nos boucles et nos saintes-vierges .
other,sing,dussiez vous cependant trouver mon idée baroque je ne suis point fait pour dissimuler avec vous .
other,sing,et je protette à la face de la nation qu'aucun de nous n'en porta jamais de cette couleur ni n'eut même l'idée baroque d'en porter .
other,sing,le docteur se mettroit peut-être de mauvais humeur et se fâcheroit si l' on vouloit s'égayer et rire de son idée baroque .
other,sing,mais il me semble qu'il est vraisemblable et qu'il donne un fondement raisonnable à cette idée baroque .
other,sing,messieurs les inamovibles du régiment de guyenne se sont mis dans la tête une idée tout-à-fait baroque .
other,sing,néanmoins il entre ce peu de caractéres il s'en trouve seulement un de chaque côté qu'elle puisse unir c'en est fait elle les allie et en forme une idée baroque qui pourra lui representer un livre soit même son existence à rome et pourtant à paris et cetera .
other,sing,on doit cependant regarder comme une idée baroque l'homme qui est culbuté dans un coin du tableau et dont on ne voit que les jambes le reste étant supposé hors de la toile .
other,sing,mais les suisses ne sont point constipés et ils sont d'un bien meilleur tempérament encore et je ne conçois pas ce qu'on prétend gagner à recuire et à distiller une humeur baroque pendant huit ou quinze jours .
other,sing,lorsque otus furent placés commodément le médecin de mon père fit une histoire baroque de la maladie depuis sa naissance jusqu'à ce jour .
other,sing,suivant l'histoire baroque de cet emprisonnement la pacha feignit de consentir à la demande des mutins à condition qu'il tenteroit encore une fois une sortie générale .
other,sing,au milieu de cette foule de grands hommes qui croiroit que la nobile direzzione de milan se soit adressée à un allemand à un barbare au chevalier gluck enfin qui selon plusieurs connaisseurs de café n'a ni chant ni mélodie n'a qu'une harmonie baroque et criarde un style tudesque usé raboteux qui n'a aucune réputation en italie et n'y a eu aucun succès .
other,sing,n'a qu'une harmonie baroque et criarde un style tudesque usé raboteux qui n'a aucune réputation en italie et n'y a eu aucun succès .
other,sing,les lettres n'étant faites que pour l'amusement des peuples ce genre baroque y contribuoit tout aussi bien que les genres à prétention .
other,sing,huit sujets de danse joueur d'instrument genre baroque peint en mignature d'un beau faire .
other,sing,quelques artistes se sont élevés contre ce genre baroque mais la multitude ignorante a conservé ses préjugés et suivi le torrent .
other,sing,des cazeaux des granges m demeurant à londres a traduit de l'anglois en français baroque la prétendue veuve et composé dans le même style la femme jalouse .
other,sing,les noms classiques d'amaryllis de silvie de mirthille frappent d'étonnement dans la foule baroque de plantes obscures et sans propriétés comme hemerocalle macre arroche .
other,sing,il a la fantaisie baroque de jouer un rôle dans la grande tragédie sans cannoniers sans artilleurs .
other,sing,le procès de m le comte de guines a effetivement été jugé avant hier au châtelet d'une façon très baroque .
other,sing,et que cette expression baroque veut dire jusqu' au dernier soupir .
other,sing,expression baroque comune en certaines provinces .
other,sing,l'épaule le coude et la main forment souvent un triangle vertical ce qui la fait pagoder si j'ose créer cette expression baroque mais qui rend ma pensée .
other,sing,traiter d'emblée est un expression baroque .
other,sing,mais voyant ensuite comme moi que cette hypothèse ne pouvoit satisfaire qu'à quelques cas particuliers il en vient à l'explication la plus baroque .
other,sing,c'est chez la marquise de felcourt que j'ai entendu le concert dont l'éxécution baroque m'a fourni le détail que je viens de vous faire .
other,sing,disons doc que si le saint était monliniste loin de le regarder comme le plus grand génie qu'il y ait eu il faut le regarder au contraire comme l'esprit le plus baroque et le plus de travers .
other,sing,il faudroit avoir l'esprit bien baroque pour soutenir que l'électeur palatin se soit laissé subjuguer par une crainte ou surprendre par les manéges du cabinet de vienne .
other,sing,mais comme c'est un esprit baroque il voudroit de l'extraordinaire et il m'a chargé de lui chercher un poète et un musicien .
other,sing,n'y a-t-il pas aussi un peu d'âcreté dans ce que vous dites de m le miere dont vous blâmez l'esprit baroque et le peu de goût .
other,sing,oh lui c'est un esprit baroque dont nous rendrons bon compte .
other,sing,sais-tu qu'en honneur ces français ont une tournure d'esprit baroque .
other,sing,si je ne m'y rends pas traitez moi d'esprit baroque de mauvais raisonneur .
other,sing,toujours dans le plaisir je vis dans ma bicoque je n'y reçois jamais aucun esprit baroque .
other,sing,quittés le baroque esclavage qu'elle vous impose .
other,sing,alors je jetai pour la première fois les yeux sur ce valet si apprivoisé et je reconnus malgré un équipage tout-à-fait baroque l'abbé de gaudigny neveu de notre abbesse .
other,sing,il fit une enterprise baroque .
other,sing,c'est pourquoi ils ont imaginé une écriture baroque illisible dont tous les caractères sont extrêmement gros et étendus .
other,sing,la beauté sans manière offre un éclat baroque et l'esprit sans jargon est d'un bourgeois qui choque .
other,sing,mais quelque chinois que soient les chinois il n'est pas possible qu'ils fassent usage d'une échelle si baroque .
other,sing,reponse du chevalier à cet argument par la distinction baroque et confuse des causes matérielle et formelle efficient et finale .
other,sing,voilà déjà une distinction assez baroque et qui pourroit bien déceler un petit coup de marteau .
other,sing,on est d'abord étonné de voir une disposition si baroque et si peu propre à faire honneur aux talents du vice grand maitre .
other,sing,je veux pourtant chanter de ma voix rauque ce valory ce fameux champion qui par l'effet de son destin baroque des prussiens fut le palladion et pour lequel se fit mainte blessure quand les housards fins et rusés matois de l'enveler essayant l'aventure autour du camp venaient en tapinois .
other,sing,je veux pourtant chanter de ma voix rauque ce valory ce fameux champion qui par l'effet de son destin baroque des prussiens fut le palladion .
other,sing,refusons plutôt au grecs toute espèce d'harmonie que de leur attribuer une désinence harmonique de cette espèce désinence plus baroque que notre ton du quart et notre tierce de picardie .
other,sing,rosanie est dans le genre de la féerie et avec tout l'appareil du merveilleux ne présent qu'une intrigue très commune et un dénouement baroque dénué de sens commun .
other,sing,c'est en effet ce qui se pratique lorsque le conseil d'état se relâchant du despotisme odieux qu'il exerce ouvertement sur les communautés sur l'injuste prétexte d'un droit imaginaire auquel il a donné la baroque dénomination de droit de haute police il ne leur ferme pas la porte de justice en leur refusant net le secours des tribunaux et les jugeant prévotablement .
other,sing,de là il tombe à corps perdu comme du troisième ciel sur son prêche qui n'est qu'une course baroque par monts et par vaux .
other,sing,d'où l'on pouroit conclure qu'il auroit trompé ce prince qu'il se seroit moqué de lui en lui faisant présent d'un copie aussi baroque aussi informe .
other,sing,dites vous monsieur de ce conte baroque .
other,sing,je ne crois pas qu'il puisse y avoir une construction plus baroque que celle de ces vers .
other,sing,la bonne grace du pitaut reparoit assez le défaut de sa construction baroque et les peu séduisants appas du nez camus n'invitoient pas a profiter de l'équivoque .
other,sing,comment ne pas rire de ces anglais si fiers de leur constitution baroque royale mobiliaire aristocratique et qui nous dénigrent lorsque nous travaillons à nous en donner une ui doit nous garantir de tout le mal qu'ils nous reprochent d'avoir fait et nous guérir de celui que nous ont fait les rois dont ils sont encore les rampans idolatres .
other,sing,je suis persuadé qu'il n'y eut tout au plus que quelques vieilles qui trouverent bonne cette consequence et que toutes les jeunes au contraire auroient souhaité de tout leur coeur de faire une fréquente expérience du principe dont le prédicateur avoit tiré sa conclusion baroque .
other,sing,ils exécutaient des morceaux très difficiles sans clopiner le moins du monde et l'entrepreneur de ce concert baroque me dit qu'il se faisoit fort de styler en six mois par la méthode en question quarante sujets qui ne fussent pas la musique en fixant l'attention du monotone à un seul ton à exécuter à livre ouvert les morceaux de musique les plus difficiles .
other,sing,je lui dirai ma façon de penser avec modération et je me dirai que je ne dois pas être excepté de la nombreuse classes de ceux qui fonts des ingrats quoiqu'il en soit voilà une bonne affaire finie que l'acuittement de ce compte baroque .
other,sing,termes prétieux que l'on ne prononce point sans pincer les lèvres assortiments monstrueux des grotesques de la néologie et le comportement baroque le métalent ridicule la bouffissure éfarée du jargon à la mode .
other,sing,il y auroit encore bien d'autre choses à apprendre à m m comme à ne pas faire de comparaison aussi baroque que celle d'un médecin et son malade avec un cocher et ses chevaux à se désier de ses idées auprès des malades à disserter moins et à s'entendre mieux .
other,sing,si la comparaison baroque du médecin de saint germain avec le médecin de cos faite au même endroit était proposable ce ne pourroit être à cause de la médecine originale du premier .
other,sing,elle n'aurait pas été capable de faire un choix si baroque .
other,sing,le tout fut accompagné par une musique ou chant chinois fort baroque et des plus désagréables quoique cadencé ou mesuré et qu'ils exécuterent principalement devant la couleuvre en lui faisant faire en même temps différents mouvements très singuliers .
other,sing,admirable dans un petit nombre de scènes mauvais presque partout ailleurs ce qui est peut-être autant la faute du genre que la sienne car c'est souvent pour avoir trop voulu s'asservir à la déclamation qu'il a rendu son chant baroque et ses transitions dures .
other,sing,car c'est souvent pour avoir trop voulu s'asservir à la déclamation qu'il a rendu son chant baroque et ses transitions dures .
other,sing,un oiseau dont la voix est rauque peut il d'un chant aussi baroque vous faire ouir de médiocres sons .
other,sing,cette cérémonie baroque a duré trois heures .
other,sing,nous y vîmes une cérémonie baroque .
other,sing,amelot qui le savoit bien lui demanda pourquoi il ne s'était pas contenté de censurer en gros quelques propositions de quesnel qu lieu de faire une censure baroque de cent et une .
other,sing,quelque censeur baroque qui demande du goût de la précision et de la vrai semblance par tout trouvera peut-être cette exhortation beaucoup trop longue pour un mourant .
other,sing,c'est un caractère baroque .
other,sing,car quelles oreilles autres que celles d'un physiologiste ou d'un anatomiste familiarisés avec les phrases tirées du grec pourroient patiemment supporter l'articulation baroque du moins par rapport à notre langue des mots cricoïdes geniohydiens stylo cerato-hydiens nio-hyoïdiens milo-hyoïdiens coraco-certo-hyoïdiens pharo-gastophilins employés pour désigner les fonctions des divers muscles qui concourent à la déglutition .
other,sing,cet arrangement baroque fut accepté .
other,sing,mais quel arrangement baroque dans ces expressions .
other,sing,adieu m le démonstrateur avec votre démonstration je vous jure que si vous avez voulu me démonstrer la confusion de vos idées et le néant de votre système vous avez parfaitement réussi dans votre argument baroque que vous venez afficher ici pour une démonstration .
other,sing,après cet argument baroque chacun opine de la toque .
other,sing,ces trois termes font un argument baroque auquel un sauvage n'est pas en plus état de résister qu'un huguenot .
other,sing,d'où l' on tire un argument baroque pour prouver que tous les hommes sont obligés de subir la circoncision .
other,sing,lorsque je voyois que le sommeil alloit rallentir leur feu je poussois de mon palanquin un argument aussi baroque que leurs faces .
other,sing,après quoi un chanteur aussi du premier ordre nous heurla avec des nazonnemens insupportables l'air le plus mélancoliquement baroque qu'il soit possible d'entendre .
other,sing,il chante l'air le plus baroque et le plus ancien .
other,sing,on appelle un homme de goût un homme qui sait les vaudevilles du temps et qui les a de la première main qui fait quelquefois une parodie sur un air baroque que la protection d'une femme a mis à la mode .
other,sing,on s'embarrasse très peu que le pièce soit bonne ou mauvaise pourvû qu'en sortant du spectacle et en pirouettant sur un talon rouge on puisse frédonner quelques mesures d'un air bien baroque qui n'ait pas la moindre analogie avec les paroles .
other,sing,il est vrai qu'il a l'accent un peu baroque aussi bien que nous .
other,sing,le titre en est très baroque et très long .
other,sing,mais en conscience convenez donc que la tendresse des vieilles gents est baroque .
other,sing,la phrase en elle même est baroque .
other,sing,la musique qui est du sieur rameau est à son ordinaire baroque et fort médiocre dans le cours de la pièce mais admirable dans les choeurs .
other,sing,le mérite est toujours baroque .
other,sing,l'ancienne manière de placer les pelotons et compagnies dans le bataillon était assez baroque et n'était fondée sur aucune raison qui méritât quelque considération .
other,sing,cette loi seroit baroque en ce qu'elle permettroit à un ecclésiastique d'avoir trente mille livres de revenu en un seul bénéfice et ne lui permettroit pas d'avoir en deux ou plusieurs bénéfices plus de trois mille livres .
other,sing,cette loi seroit encore baroque dans le cas où ecclésiastique très propre à l'état de curé désirant même de se rendre utile dans l'état pastoral et possesseur d'un bénéfice simple plus riche que la plupart des cures seroit nommé curé d'un paroisse .
other,sing,figaro se pique d'être grammairien quoique son langage soit souvent baroque et qu'en se servant de termes didactiques il les estropie par fois je le lui pardonne .
other,sing,l'intrigue des comedies est souvent aussi baroque et aussi monstrueuse que celle des pièces tragiques .
other,sing,votre rameau il est sec il est sauvage il n'a jamais su arranger un partition il n'a jamais de chant son harmonie est si baroque si revêche .
other,sing,les seconds que cela choque disent que gluck est baroque qu'en france avant son époque le vrai beau se décida .
other,sing,les seconds que cela choque disent que gluck est baroque .
other,sing,la frase en elle même est baroque .
other,sing,il seroit plus en état qu'un autre de remplacer par là le défaut de talent et de génie si cet esprit était moins baroque et qu'il fut accompagné de plus de goût .
other,sing,nous ne dissimulerons pas qu'il seroit plus en état qu'aucun autre de remplacer par là le défaut de poésie et de versification si cet esprit était moins baroque et dirigé par un goût plus sur et plus exercé .
other,sing,cette écriture est si baroque qu'on pourroit la lire en vingt façons différentes .
other,sing,au surplus une ortographe ridicule et une composition bizarre forment tout ce qu'il y a de remarquable dans cet ouvrage où comme dans les autres productions de m de la bretonne l'auteur n'a été que baroque en se persuadant qu'il était original .
pearl,sing,une perle de bel orient forme un peu baroque deux percés en deux endroits pesant quarante neuf grains trois seizes ou douze karats sept seizes estimée cinq cents livres .
pearl,sing,une perle forme losange un peu baroque ayant plusieurs ondulations sous le dessous percée à deux endroits de bel orient pesant 41 grains deux seizes ou dix karats six seizes estimée quatre cents livres .
pearl,sing,une perle d'orient un peu nacreuse ovale un peu baroque étant percée à deux endroits pensant quatre huit grains ou douze karats septs seizes estimée cinq cents livres .
pearl,sing,une perle de bel orient forme en poire un peu baroque et percée pesant soixante six grains deux seizes ou  seize karats dix seize estimé huit cents libres .
pearl,sing,une perle de bel orient forme en poire un peu baroque un fort cran dans la partie du haut et un peu matte dans celle du bas percée pesant cinquante-quatre grains deux seizes ou treize karats dix seizes estimées quatre cents livres .
pearl,sing,une perle de bel orient forme ovale baroque ayant une côte et percée pesant soixant douze grains trois seizes ou dix huit karats trois seizes estimée douze cents livres .
pearl,sing,ainsi nous disons perle en pointe ou en poire perle ronde perle ovale perle baroque .
pearl,sing,covarruvias au mot barrueco dit que ce mot espagnol qui signifie une perle baroque a été fait du latin verruca à cause de la ressemblance de ces perles à des verrues .
pearl,sing,qu'est-ce que borneo au prix de bisnagar et quelle comparaison y a-t-il entre une perle baroque et une perle parfaite .
pearl,sing,tympania de pline est une espèce de perle baroque que nos joalliers nomment tambourins elle a la figure d'une tymballe .
pearl,sing,une perle baroque d'une volume extraordinaire creusée en forme de flacon et ornée d'un couvercle et d'une chaine d'or .
pearl,sing,une perle baroque et de vilaine eau de quelque poids qu'elle soit ne sauroit valoir la fameuse pèregrine .
pearl,sing,une perle baroque très joliment montée en or émaillé .
pearl,sing,une perle d'orient un peu nattée forme baroque doux ayant des ondulations une gersure un peu jaunâtre et percée pesant cinquante-deux grains deux seizes ou treize karats deux seizes estimée cinq cents livres .
form,pl,les six spires qui forment la volute sont baroques bossues et striées ver le sommet .
form,pl,fleurs de lys à têtes aigues ou baroques et sans presque d'oreilles lions aigles et autres de blason coliers de saint michel et du saint esprit et autres petits objects mal exécutés .
form,pl,toute sa surface extérieure est ornée de taches longitudinales étroites baroques de couleur fauve ou canelle lesquelles s'étendent dans toute l'étendue de la coquille .
form,pl,les cannelures intermédiaires sont spacieuses profondes et à stries longitudinales onduleuses et baroques .
form,pl,cette espèce ne diffère du pigeon blanc à coquille épaisse que par sa forme moins large bossue en dessus comme en dessous principalement dans les spires qui sont tuberculeuses d'ailleurs et très baroques .
form,pl,coquille univalve du genre des buccins d'une forme ramassée renflée et composée de cinq spires convexes irrégulières et baroques ou comme tordues et de travers .
form,pl,ces pierres sont branchues baroques quelquefois percées de part en part par des trous ronds .
form,pl,a carthagene dans la même guianne on trouve des coquillages pareils à ceux des autres côtes et des mères-perles qui sont plus baroques et d'un oeil moins éclatant que celles du golfe persique .
form,pl,il y a des mères-perles mais elles sont plus baroques et d'un oeil moins éclatant que celles du golfe persique .
form,pl,les différentes formes que donnent à leur habits les teignes aquatiques sont peut être encore plus baroques que celles que nous avons vu jusqu'a présent .
form,pl,les perles sont des petits corps ronds ou baroques qui se trouvent dans les mers tant d'orient que d'occident .
form,pl,etant en cet état vous les retirerez et vous en formerez des perles de la grosseur et de la figure que vous les désirerez soit rondes baroques ou en poire selon la forme que vous aurez donné aux moules que vous aurez fait faire qui doivent être d'argent de coupele et dorez au dedans .
form,pl,les valves sont épaisses baroques dans leur forme et si bombées que leur convexité égale la largeur de la coquille qui porte deux pouces et demi ou moitié moins que sa longeur .
form,pl,de là on a appliqué cette épithète à toutes les formes singulières et elles ont toutes été appelées baroques .
form,pl,elles sont baroques plates cambrées de différentes manières plus ou moins transparentes et fragiles .
form,pl,il en est absolument de même des concrétions argileuses qui à ces égards ne différent des silex qu'en ce qu'elles sont moins baroques dans leurs formes et sont en général plus grandes de sorte que la seule différence caractéristique entre ces deux classes de nodules est que dans le silex il y a métamorphose de la substance au lieu que dans les concrétions argileuses il n'y a que simple pétrification .
form,pl,elle est remarquable d'ailleurs par deux fortes tubercules baroques qui dominent extrêmement sur les autres lesquels parcourent et couronnent régulièrement les neuf ou dix spires dont la volute est composée .
form,pl,elle est ainsi appellée à cause que la surface extérieure de ses battans est garnie de lames saillantes et courbées en manière de tuiles ou de faitieres qui sont arrangées avec assez de symétrie sur plusieurs grosses côtes longitudinales larges et convexes lesquelles sont interposées avec autant de larges cannelures avec des stries baroques qui suivent la même direction .
form,pl,la volute est composée de cinque ou six spires baroques étagées et comme anéanties dans les tubercules .
form,pl,malgré les replis baroques et les plus variés de cette huître singulière ainsi que l'irrégularité de ses contours .
form,pl,une terre labourable contiguë à cet endroit du marais d'oranche où l' on a creusé pour en tirer de la terre crétacée et qui n'en est séparée que par un fossé est toute parsemée de pierres calcaires branchues baroques quelquefois percées de part en part par des trous ronds .
form,pl,ne voit-on pas dans tous les cabinets des pétrifications de coquilles contournées en cent façons différentes des cornes d'ammon des nautilites dont les chambres ont pris les formes les plus baroques es bivalves déplacées et aplaties sans être brisées .
form,pl,quelques ouvriers avoient essayé d'imiter ces tabatieres mais en donnant à un cuir mal apprété des formes si baroques que leurs ouvrages ne pouvoient obtenir la préférence et le débit .
form,pl,un rang composé de vingt huit perles plates à peu près d'égale grosseur plusieurs d'un bel orient les autres mattes jaunes et formes baroques pesant avec le fil six cents quarante trois grains poids de marc estimées quinze cents livres .
form,pl,v m comprend que dans une formation de cette nature ces concrétions doivent prendre des formes très baroques .
form,pl,il y en avoit de ronds comme des boules d'autres plus aplatis d'autres oblongs et d'autres de figures très baroques mais toujours ayant leurs angles abbatus .
form,pl,j'ai observé plusieurs fois au microscope non sans étonnement les figures baroques et singulières des petits vers qui forment cette matière blanchâtre qui croît entre les dents humaines .
form,pl,il y a beaucoup les huîtres ont les coquilles si baroques qu'on ne peut les ouvrir qu'à coups de marteau .
form,pl,les huîtres ont les coquilles si baroques qu'on ne peut les ouvrir qu'à coups de marteau .
form,pl,et l'on préféroit les pierres de couleur qui étaient communes alors et que l'on tailloit grossièrement dans la mine en gros cabochons baroques tels qu'on en voit encore aujourd'hui sure les anciennes châsses .
form,pl,et pour y réussir il faut comme nous l'avons déjà dit composer dans des cadres dont les formes soient les plus baroques comme les romboïdales ovales très allongées parallélogrammes très peu larges anciens paneaux bien maniérés et chantournés .
form,pl,telle est aussi l'origine des pierers meulières et de celles que nous appellons pierres de champeaux dont les formes sont tout-à-fait baroques ce qui se conçoit aisément lorsqu' on réfléchit sur la manière dont elles sont formées .
form,pl,leurs écailles sont baroques inégales difficiles à ouvrir mais l'intérieur est très délicat et d'un goût exquis .
form,pl,il y a beaucoup d'huîtres à l'isle de france mais les coquilles en sont si baroques qu'on ne peut les ouvrir qu'en les cassant à coups de marteau .
form,pl,mais les coquilles en sont si baroques qu'on ne peut les ouvrir qu'à coups de marteau .
